question_id,sample_index,run_label,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,gpu_util_pct,gpu_mem_used_mb,embedding_model,chunk_strategy,chunk_size_tokens,chunk_overlap_tokens,reranker_enabled,index_base,error_bucket
G026_02,66,,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,llama3:8b,hybrid,0.5,0.3869,0.5,2,0.4,,4.0732,428,28,1,5,5,3,3,0.0,0.0,0.2,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G027_02,67,,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,llama3:8b,hybrid,0.5,0.3869,0.5,2,0.4,,4.2188,533,32,0,5,5,5,5,0.0,0.0,0.4,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,A
G028_02,68,,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,3.8849,292,28,0,5,5,5,5,0.0,0.0,0.4,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G029_02,69,,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9065,355,33,1,5,5,3,3,0.0,0.0,0.4,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G030_02,70,,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",llama3:8b,hybrid,0.3333,0.2021,0.25,4,0.8571,,4.1586,562,33,1,5,5,4,4,0.0,0.0,0.2,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G031_02,71,,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,3.9118,366,33,1,5,5,5,5,0.0,0.0,0.8,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G032_02,72,,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,llama3:8b,hybrid,0.3333,0.1815,0.2,5,0.6667,,4.0417,414,32,0,5,5,5,5,0.0,0.0,0.6,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,A
G033_02,73,,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,llama3:8b,hybrid,0.0,0.0,0.0,13,0.8571,,4.0866,425,37,1,5,5,5,5,0.0,0.0,0.4,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G034_02,74,,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",llama3:8b,hybrid,0.6667,0.7654,1.0,1,0.6667,,4.0936,507,30,1,5,5,4,4,0.0,0.0,0.6,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G035_02,75,,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8,,4.0061,410,35,1,5,5,4,4,0.0,0.0,0.2,1,0,1,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G036_02,76,,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,llama3:8b,hybrid,0.3333,0.2021,0.25,4,0.8571,,4.0883,403,29,1,5,5,4,4,0.0,0.0,-0.2,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G037_02,77,,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.061,371,31,1,5,5,4,4,0.0,0.0,0.8,1,1,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,OK
G038_02,78,,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,llama3:8b,hybrid,1.0,0.9469,1.0,1,0.8571,,4.2828,529,30,1,5,5,5,5,0.0,0.0,0.6,0,0,1,4,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G039_02,79,,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.4,,4.1232,499,31,1,5,5,5,5,0.0,0.0,0.6,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,B
G040_02,80,,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.0323,427,35,1,5,5,2,2,0.0,0.0,0.6,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G041_02,81,,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",llama3:8b,hybrid,0.0,0.0,0.0,22,0.6667,,4.0134,409,26,0,5,5,5,5,0.0,0.0,0.8,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,A
G001_03,82,,Softphone Kennwort aendern,llama3:8b,hybrid,1.0,1.0,1.0,1,0.75,,3.9098,341,32,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G002_03,83,,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,3.9329,360,26,1,5,5,5,5,0.0,0.0,0.8,1,0,1,3,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G003_03,84,,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.0115,412,38,1,5,5,4,4,0.0,0.0,0.6,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G004_03,85,,Softphone vollstaendig beenden,llama3:8b,hybrid,0.6667,0.7654,1.0,1,0.8571,,3.91,333,34,1,5,5,5,5,0.0,0.0,0.8,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G005_03,86,,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,1.0,0.9469,1.0,1,0.6667,,3.9871,438,34,1,5,5,4,4,0.0,0.0,0.2,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G006_03,87,,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,0.6667,0.7039,1.0,1,1.0,,3.9001,374,31,1,5,5,4,4,0.0,0.0,0.8,1,0,1,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G007_03,88,,Softphone One Number Service konfigurieren,llama3:8b,hybrid,0.8,0.8539,1.0,1,1.0,,4.0506,449,35,1,5,5,5,5,0.0,0.0,0.2,1,0,0,1,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G008_03,89,,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,0.0,0.0,0.0,6,0.6667,,3.9217,326,36,1,5,5,5,5,0.0,0.0,0.4,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G009_03,90,,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,0.3333,0.4693,1.0,1,0.6667,,3.9943,414,34,1,5,5,5,5,0.0,0.0,0.4,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G010_03,91,,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,1.0,0.8855,1.0,1,0.4,,3.9389,394,30,1,5,5,5,5,0.0,0.0,0.6,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G011_03,92,,Softphone Konferenz planen,llama3:8b,hybrid,1.0,0.3869,0.2,5,0.6667,,3.9641,355,32,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G012_03,93,,HP Drucker Papierstau beheben,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,3.9328,365,28,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G013_03,94,,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,0.6667,0.5307,0.5,2,0.6667,,3.9861,382,35,1,5,5,5,5,0.0,0.0,0.4,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G014_03,95,,HP Drucker Patronen reinigen,llama3:8b,hybrid,1.0,0.8855,1.0,1,0.6667,,3.9819,418,30,1,5,5,4,4,0.0,0.0,0.8,0,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G015_03,96,,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9924,393,32,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G016_03,97,,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.8215,276,34,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G017_03,98,,Raeume oder Ressourcen buchen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9148,364,38,1,5,5,5,5,0.0,0.0,0.8,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
G018_03,99,,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,0.6309,0.5,2,0.6667,,4.199,570,28,1,5,5,5,5,0.0,0.0,0.6,1,0,0,2,,,sentence-transformers/all-MiniLM-L6-v2,semantic_overlap20,420,84,0,app\chatbot\data\faiss_index\index_sentence_transformers_all_minilm_l6_v2_semantic_overlap20,C
